"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"64739","AGAMB","3R","EOG09170AHL","AGAP009528","+",35382345,35394920,NA
"64740","AGAMB","3R","EOG091702CY","AGAP009529","-",35395953,35396723,NA
"64741","AGAMB","3R","EOG091702CY","AGAP009530","-",35397855,35398497,NA
"64742","AGAMB","3R","EOG091706S4","AGAP009532","+",35427365,35428509,NA
"64743","AGAMB","3R","EOG09170BNM","AGAP009534","-",35498503,35499255,NA
"64744","AGAMB","3R","EOG091702Q5","AGAP009536","-",35603304,35605141,NA
"64745","AGAMB","3R","EOG09170AE0","AGAP009537","+",35606586,35606912,NA
"64746","AGAMB","3R","EOG0917012N","AGAP009538","+",35609803,35613973,0.011
"64747","AGAMB","3R","EOG091700N7","AGAP009539","-",35617194,35620859,NA
"64748","AGAMB","3R","EOG091702O5","AGAP009540","-",35856838,35858660,0.07
"64749","AGAMB","3R","EOG091702O5","AGAP009541","-",35860060,35862011,0.07
"64750","AGAMB","3R","EOG091703EP","AGAP009544","+",35935093,35936044,NA
"64751","AGAMB","3R","EOG091703EP","AGAP009545","+",35936860,35937201,NA
"64752","AGAMB","3R","EOG091703PE","AGAP009546","-",35939518,35941543,NA
"64753","AGAMB","3R","EOG091704DH","AGAP009547","+",35944845,35946265,NA
"64754","AGAMB","3R","EOG091707BG","AGAP009549","+",36017052,36017994,NA
"64755","AGAMB","3R","EOG091703WL","AGAP009551","-",36043423,36044360,NA
"64756","AGAMB","3R","EOG091703WL","AGAP009552","-",36045524,36046865,NA
"64757","AGAMB","3R","EOG091703WL","AGAP009553","-",36047923,36049040,NA
"64758","AGAMB","3R","EOG091706LR","AGAP009556","+",36127568,36145659,0.046
"64759","AGAMB","3R","EOG091708TL","AGAP009557","-",36134526,36135383,0.03
"64760","AGAMB","3R","EOG0917062W","AGAP009558","+",36146495,36147802,0.511
"64761","AGAMB","3R","EOG091701UI","AGAP009560","-",36152800,36175571,NA
"64762","AGAMB","3R","EOG091702US","AGAP009562","+",36250576,36255794,NA
"64763","AGAMB","3R","EOG091702KX","AGAP009563","-",36259773,36261934,NA
"64764","AGAMB","3R","EOG091701R9","AGAP009565","+",36265130,36267360,NA
"64765","AGAMB","3R","EOG091706QE","AGAP009567","+",36345620,36346589,NA
"64766","AGAMB","3R","EOG0917000N","AGAP009568","+",36348849,36362340,NA
"64767","AGAMB","3R","EOG09170609","AGAP009569","-",36363149,36364325,0.039
"64768","AGAMB","3R","EOG091709RC","AGAP009570","+",36365759,36366856,NA
"64769","AGAMB","3R","EOG091704EZ","AGAP009574","-",36380951,36382288,NA
"64770","AGAMB","3R","EOG091705YA","AGAP009575","-",36396359,36406327,NA
"64771","AGAMB","3R","EOG0917028W","AGAP009577","-",36438952,36451397,NA
"64772","AGAMB","3R","EOG0917038K","AGAP009578","+",36507665,36508936,0.027
"64773","AGAMB","3R","EOG091700IU","AGAP009579","-",36516523,36521138,0.016
"64774","AGAMB","3R","EOG091705ZR","AGAP009583","+",36637180,36656752,0.041
"64775","AGAMB","3R","EOG09170AVL","AGAP009584","+",36671504,36675597,NA
"64776","AGAMB","3R","EOG091708EL","AGAP009585","-",36684880,36685895,NA
"64777","AGAMB","3R","EOG091705WX","AGAP009586","-",36687006,36687858,NA
"64778","AGAMB","3R","EOG091703IT","AGAP009587","+",36689165,36691619,NA
"64779","AGAMB","3R","EOG091703IT","AGAP009588","+",36692888,36693988,NA
"64780","AGAMB","3R","EOG0917013B","AGAP009591","-",36720615,36723458,NA
"64781","AGAMB","3R","EOG091705IR","AGAP009595","+",36755388,36771079,NA
"64782","AGAMB","3R","EOG091704E7","AGAP009596","+",36830057,36870512,NA
"64783","AGAMB","3R","EOG091700Z9","AGAP009600","-",36940286,36943526,NA
"64784","AGAMB","3R","EOG09170233","AGAP009601","-",36946140,36952331,NA
"64785","AGAMB","3R","EOG091708U4","AGAP009602","+",36953867,36954590,NA
"64786","AGAMB","3R","EOG0917061C","AGAP009603","+",36968341,36970105,NA
"64787","AGAMB","3R","EOG09170324","AGAP009604","+",36972672,36976781,NA
"64788","AGAMB","3R","EOG0917089M","AGAP009605","+",36977836,36978500,NA
"64789","AGAMB","3R","EOG091706UR","AGAP009606","-",36979122,36980493,NA
"64790","AGAMB","3R","EOG091701AV","AGAP009607","-",36981128,36983767,0.01
"64791","AGAMB","3R","EOG091702GK","AGAP009608","+",36986648,36989534,NA
"64792","AGAMB","3R","EOG0917064M","AGAP009610","+",37002345,37003502,NA
"64793","AGAMB","3R","EOG091705XM","AGAP009611","-",37003936,37006114,NA
"64794","AGAMB","3R","EOG0917064M","AGAP009612","+",37005781,37006960,NA
"64795","AGAMB","3R","EOG091707OV","AGAP009613","-",37007017,37007764,NA
"64796","AGAMB","3R","EOG091706MG","AGAP009614","-",37008630,37009402,NA
"64797","AGAMB","3R","EOG091701GR","AGAP009615","+",37009776,37012169,NA
"64798","AGAMB","3R","EOG091703JT","AGAP009616","+",37041715,37042140,0.012
"64799","AGAMB","3R","EOG091702XS","AGAP009617","+",37045971,37047696,NA
"64800","AGAMB","3R","EOG091706Z2","AGAP009618","-",37048300,37048727,NA
"64801","AGAMB","3R","EOG091707VV","AGAP009620","-",37067814,37068575,NA
"64802","AGAMB","3R","EOG091703V0","AGAP009621","-",37081862,37089264,NA
"64803","AGAMB","3R","EOG091703FY","AGAP009622","+",37142919,37146515,NA
"64804","AGAMB","3R","EOG09170511","AGAP009625","+",37165113,37166737,NA
"64805","AGAMB","3R","EOG09170AHF","AGAP009626","+",37233641,37252208,0.012
"64806","AGAMB","3R","EOG091709BW","AGAP009629","+",37321200,37321970,NA
"64807","AGAMB","3R","EOG0917050U","AGAP009630","+",37327033,37329264,NA
"64808","AGAMB","3R","EOG0917037C","AGAP009631","+",37333620,37336517,NA
"64809","AGAMB","3R","EOG0917002B","AGAP009632","+",37344766,37348430,NA
"64810","AGAMB","3R","EOG091707CN","AGAP009633","-",37348702,37349608,NA
"64811","AGAMB","3R","EOG09170BQF","AGAP009635","-",37368004,37368486,NA
"64812","AGAMB","3R","EOG09170C4Z","AGAP009636","+",37386981,37387277,NA
"64813","AGAMB","3R","EOG091705DV","AGAP009639","+",37442824,37456914,NA
"64814","AGAMB","3R","EOG091701NS","AGAP009641","+",37469761,37481185,NA
"64815","AGAMB","3R","EOG091706J1","AGAP009642","-",37484416,37487973,NA
"64816","AGAMB","3R","EOG09170APV","AGAP009644","+",37509151,37509605,NA
"64817","AGAMB","3R","EOG091701H2","AGAP009645","-",37511611,37514030,NA
"64818","AGAMB","3R","EOG0917080U","AGAP009648","+",37604024,37604621,NA
"64819","AGAMB","3R","EOG091703K6","AGAP009649","+",37609653,37618770,NA
"64820","AGAMB","3R","EOG091707KY","AGAP009650","-",37619758,37620625,NA
"64821","AGAMB","3R","EOG091707BS","AGAP009651","+",37623411,37624583,NA
"64822","AGAMB","3R","EOG09170965","AGAP009652","-",37625238,37625878,NA
"64823","AGAMB","3R","EOG09170786","AGAP009653","-",37626877,37627990,NA
"64824","AGAMB","3R","EOG091700DL","AGAP009655","+",37629060,37653347,NA
"64825","AGAMB","3R","EOG09170A5T","AGAP009656","+",37634879,37635899,NA
"64826","AGAMB","3R","EOG0917071J","AGAP009657","+",37638480,37639511,NA
"64827","AGAMB","3R","EOG091706LE","AGAP009658","+",37654343,37654852,NA
"64828","AGAMB","3R","EOG091702K8","AGAP009659","-",37669167,37675280,NA
"64829","AGAMB","3R","EOG091707PX","AGAP009660","-",37679291,37679941,NA
"64830","AGAMB","3R","EOG091704AN","AGAP009661","+",37683536,37684851,0.032
"64831","AGAMB","3R","EOG091702U5","AGAP009662","+",37749770,37751920,NA
"64832","AGAMB","3R","EOG0917017P","AGAP009664","-",37779744,37791731,NA
"64833","AGAMB","3R","EOG091709BX","AGAP009665","-",37901342,37902273,NA
"64834","AGAMB","3R","EOG091704R2","AGAP009666","+",38019201,38033519,NA
"64835","AGAMB","3R","EOG091703B5","AGAP009667","-",38038133,38039594,NA
"64836","AGAMB","3R","EOG09170752","AGAP009668","-",38042321,38046321,0.011
"64837","AGAMB","3R","EOG091700SD","AGAP009670","+",38145302,38154288,NA
"64838","AGAMB","3R","EOG091708YO","AGAP009671","-",38172292,38172910,NA
"64839","AGAMB","3R","EOG09170BHV","AGAP009672","-",38179781,38198560,NA
"64840","AGAMB","3R","EOG0917015I","AGAP009674","+",38244710,38246603,NA
"64841","AGAMB","3R","EOG0917054F","AGAP009675","-",38251678,38253103,NA
"64842","AGAMB","3R","EOG091702NZ","AGAP009676","+",38254191,38277482,NA
"64843","AGAMB","3R","EOG09170A2X","AGAP009677","+",38306520,38314791,0.02
"64844","AGAMB","3R","EOG0917081A","AGAP009680","+",38394804,38396210,NA
"64845","AGAMB","3R","EOG091704EK","AGAP009681","+",38398263,38400051,NA
"64846","AGAMB","3R","EOG091709F4","AGAP009682","-",38400465,38401144,NA
"64847","AGAMB","3R","EOG091703FU","AGAP009684","-",38592563,38594408,NA
"64848","AGAMB","3R","EOG09170469","AGAP009685","-",38661350,38667881,NA
"64849","AGAMB","3R","EOG091707LJ","AGAP009686","+",38668747,38669409,NA
"64850","AGAMB","3R","EOG09170AVS","AGAP009687","+",38670340,38674295,NA
"64851","AGAMB","3R","EOG091701IC","AGAP009688","+",38705707,38708285,NA
"64852","AGAMB","3R","EOG091703S5","AGAP009690","-",38814029,38815826,NA
"64853","AGAMB","3R","EOG091707RU","AGAP009691","+",38897141,38897907,0.014
"64854","AGAMB","3R","EOG091707RU","AGAP009692","+",38899480,38900277,0.014
"64855","AGAMB","3R","EOG0917043P","AGAP009693","+",38928089,38955669,NA
"64856","AGAMB","3R","EOG09170371","AGAP009694","-",38961434,38972382,NA
"64857","AGAMB","3R","EOG091706F0","AGAP009695","+",38968585,38969605,NA
"64858","AGAMB","3R","EOG091705TZ","AGAP009699","+",39063820,39070280,NA
"64859","AGAMB","3R","EOG091705KB","AGAP009700","-",39152788,39153820,NA
"64860","AGAMB","3R","EOG0917013V","AGAP009701","+",39161779,39164682,NA
"64861","AGAMB","3R","EOG0917053Q","AGAP009702","-",39164954,39166213,0.015
"64862","AGAMB","3R","EOG091705N6","AGAP009703","+",39185588,39190760,NA
"64863","AGAMB","3R","EOG091704P5","AGAP009705","+",39205246,39206741,0.014
"64864","AGAMB","3R","EOG091704P5","AGAP009706","+",39216658,39218135,0.014
"64865","AGAMB","3R","EOG091704P5","AGAP009707","+",39220352,39223844,0.014
"64866","AGAMB","3R","EOG09170A5Q","AGAP009709","-",39282635,39287521,0.025
"64867","AGAMB","3R","EOG091700AI","AGAP009711","+",39465522,39470599,NA
"64868","AGAMB","3R","EOG091700AI","AGAP009716","-",39950254,39970989,NA
"64869","AGAMB","3R","EOG091700AI","AGAP009717","+",40236127,40255901,NA
"64870","AGAMB","3R","EOG091704P5","AGAP009718","+",40308332,40314866,0.014
"64871","AGAMB","3R","EOG091704P5","AGAP009719","+",40344257,40347645,0.014
"64872","AGAMB","3R","EOG091704P5","AGAP009720","-",40915985,40919120,0.014
"64873","AGAMB","3R","EOG091700AI","AGAP009723","-",41206908,41229906,NA
"64874","AGAMB","3R","EOG091703ER","AGAP009724","-",41532588,41534310,NA
"64875","AGAMB","3R","EOG091701MQ","AGAP009725","+",41575831,41640871,NA
"64876","AGAMB","3R","EOG0917007Z","AGAP009726","+",41719746,41776937,NA
"64877","AGAMB","3R","EOG091706FF","AGAP009728","-",41844579,41845348,NA
"64878","AGAMB","3R","EOG091709KL","AGAP009729","+",41853237,41853793,NA
"64879","AGAMB","3R","EOG091700BK","AGAP009730","-",41854420,41860198,NA
"64880","AGAMB","3R","EOG091704K9","AGAP009731","-",41864382,41865523,NA
"64881","AGAMB","3R","EOG09170BB8","AGAP009732","-",41872609,41873771,NA
"64882","AGAMB","3R","EOG091704GW","AGAP009733","+",41921566,41922809,NA
"64883","AGAMB","3R","EOG091703YN","AGAP009734","-",41951206,41972538,NA
"64884","AGAMB","3R","EOG091705GR","AGAP009735","+",42011460,42012670,NA
"64885","AGAMB","3R","EOG091700P2","AGAP009736","+",42036462,42046551,NA
"64886","AGAMB","3R","EOG091701P5","AGAP009737","-",42052469,42054811,NA
"64887","AGAMB","3R","EOG091709KP","AGAP009738","+",42055427,42056108,NA
"64888","AGAMB","3R","EOG091702F8","AGAP009739","-",42056398,42058612,NA
"64889","AGAMB","3R","EOG09170APA","AGAP009741","+",42061298,42061906,NA
"64890","AGAMB","3R","EOG09170AOP","AGAP009742","-",42066641,42067572,0.041
"64891","AGAMB","3R","EOG091701LD","AGAP009743","+",42068389,42071134,NA
"64892","AGAMB","3R","EOG091707N9","AGAP009744","-",42077781,42087339,NA
"64893","AGAMB","3R","EOG0917043E","AGAP009746","+",42127368,42128777,NA
"64894","AGAMB","3R","EOG091702LD","AGAP009748","-",42151311,42157223,0.012
"64895","AGAMB","3R","EOG09170BSP","AGAP009749","-",42208078,42210782,NA
"64896","AGAMB","3R","EOG0917028N","AGAP009751","+",42357772,42360377,NA
"64897","AGAMB","3R","EOG091701L1","AGAP009757","+",42379770,42450358,NA
"64898","AGAMB","3R","EOG09170C2F","AGAP009758","-",42403991,42405781,NA
"64899","AGAMB","3R","EOG09170B08","AGAP009759","-",42430443,42432050,0.082
"64900","AGAMB","3R","EOG0917060M","AGAP009761","+",42458101,42458627,NA
"64901","AGAMB","3R","EOG091700U1","AGAP009763","-",42470964,42474047,NA
"64902","AGAMB","3R","EOG0917065Z","AGAP009764","-",42476247,42476708,NA
"64903","AGAMB","3R","EOG09170AEM","AGAP009766","-",42482116,42483180,0.011
"64904","AGAMB","3R","EOG091702ND","AGAP009768","+",42645625,42647745,NA
"64905","AGAMB","3R","EOG091705A1","AGAP009769","-",42672868,42676690,NA
"64906","AGAMB","3R","EOG091703MS","AGAP009770","-",42687330,42693463,NA
"64907","AGAMB","3R","EOG09170A2F","AGAP009771","-",42775763,42776266,NA
"64908","AGAMB","3R","EOG0917023Y","AGAP009772","+",42781176,42783164,NA
"64909","AGAMB","3R","EOG091701UE","AGAP009774","-",42791948,42811968,NA
"64910","AGAMB","3R","EOG091702MS","AGAP009775","+",42988583,42995513,NA
"64911","AGAMB","3R","EOG0917020U","AGAP009776","+",43074974,43076845,NA
"64912","AGAMB","3R","EOG091703XZ","AGAP009777","-",43188872,43210942,0.454
"64913","AGAMB","3R","EOG091702BN","AGAP009778","+",43212627,43214171,0.014
"64914","AGAMB","3R","EOG091702BN","AGAP009779","-",43214894,43216297,0.014
"64915","AGAMB","3R","EOG0917000O","AGAP009780","-",43237506,43252447,NA
"64916","AGAMB","3R","EOG091705OW","AGAP009781","+",43257320,43258871,NA
"64917","AGAMB","3R","EOG091704WJ","AGAP009782","+",43264198,43265467,NA
"64918","AGAMB","3R","EOG091704JH","AGAP009783","-",43269836,43271089,NA
"64919","AGAMB","3R","EOG091703JN","AGAP009784","-",43275713,43278132,NA
"64920","AGAMB","3R","EOG091707TA","AGAP009785","+",43279393,43280889,NA
"64921","AGAMB","3R","EOG091705B7","AGAP009787","-",43287963,43289128,NA
"64922","AGAMB","3R","EOG091705Z4","AGAP009788","+",43291055,43294509,NA
"64923","AGAMB","3R","EOG0917039H","AGAP009789","-",43297338,43299433,NA
"64924","AGAMB","3R","EOG091705RA","AGAP009790","-",43300711,43321197,NA
"64925","AGAMB","3R","EOG091701GU","AGAP009791","+",43314472,43317839,NA
"64926","AGAMB","3R","EOG091703GS","AGAP009792","+",43351882,43353667,NA
"64927","AGAMB","3R","EOG091707KQ","AGAP009793","-",43431091,43432588,NA
"64928","AGAMB","3R","EOG09170B95","AGAP009796","-",43491716,43495182,NA
"64929","AGAMB","3R","EOG0917065H","AGAP009797","-",43510366,43510995,NA
"64930","AGAMB","3R","EOG091700ZA","AGAP009798","-",43564933,43570591,NA
"64931","AGAMB","3R","EOG091700C7","AGAP009799","-",43583856,43641381,0.044
"64932","AGAMB","3R","EOG091708B0","AGAP009800","+",43652479,43653176,0.025
"64933","AGAMB","3R","EOG09170A9D","AGAP009801","+",43655407,43666434,NA
"64934","AGAMB","3R","EOG091704Y9","AGAP009802","-",43667301,43668635,NA
"64935","AGAMB","3R","EOG091701EO","AGAP009803","-",43668907,43670281,0.016
"64936","AGAMB","3R","EOG091705JC","AGAP009804","-",43670895,43672235,NA
"64937","AGAMB","3R","EOG0917005O","AGAP009805","-",43676455,43697706,NA
"64938","AGAMB","3R","EOG091706HE","AGAP009807","-",43706644,43708261,NA
"64939","AGAMB","3R","EOG091703RW","AGAP009808","+",43709396,43711004,0.015
"64940","AGAMB","3R","EOG091701NR","AGAP009809","-",43713580,43733410,NA
"64941","AGAMB","3R","EOG091706JT","AGAP009810","-",43750742,43751828,NA
"64942","AGAMB","3R","EOG09170348","AGAP009811","+",43752342,43754105,NA
"64943","AGAMB","3R","EOG091705BE","AGAP009812","+",43758110,43760743,NA
"64944","AGAMB","3R","EOG091700KP","AGAP009813","-",43768038,43769841,NA
"64945","AGAMB","3R","EOG091700KP","AGAP009814","-",43769903,43771873,NA
"64946","AGAMB","3R","EOG091702WC","AGAP009815","-",43774879,43775493,0.412
"64947","AGAMB","3R","EOG091707VA","AGAP009816","+",43775936,43776765,0.013
"64948","AGAMB","3R","EOG0917066W","AGAP009818","-",43778404,43784498,NA
"64949","AGAMB","3R","EOG091704ER","AGAP009819","+",43790061,43795485,0.041
"64950","AGAMB","3R","EOG091700G3","AGAP009820","+",43798630,43800111,NA
"64951","AGAMB","3R","EOG091705FX","AGAP009821","+",43801376,43802935,NA
"64952","AGAMB","3R","EOG091703Z4","AGAP009823","+",43805221,43815838,0.112
"64953","AGAMB","3R","EOG09170AKQ","AGAP009824","-",43818464,43818875,NA
"64954","AGAMB","3R","EOG091705RT","AGAP009825","-",43819438,43820572,NA
"64955","AGAMB","3R","EOG09170284","AGAP009826","-",43821376,43824617,NA
"64956","AGAMB","3R","EOG091702JK","AGAP009827","+",43853327,43857372,0.05
"64957","AGAMB","3R","EOG0917080Z","AGAP009828","-",43935962,43936724,0.035
"64958","AGAMB","3R","EOG09170ALD","AGAP009830","+",44029444,44029779,0.02
"64959","AGAMB","3R","EOG091704II","AGAP009831","-",44033191,44041412,NA
"64960","AGAMB","3R","EOG091703KE","AGAP009832","-",44043400,44044363,0.011
"64961","AGAMB","3R","EOG091706ED","AGAP009833","+",44049219,44050459,NA
"64962","AGAMB","3R","EOG091704KR","AGAP009834","+",44051650,44053128,NA
"64963","AGAMB","3R","EOG0917009Q","AGAP009835","-",44056564,44069719,0.178
"64964","AGAMB","3R","EOG091705V5","AGAP009838","-",44077549,44078800,0.011
"64965","AGAMB","3R","EOG091705WZ","AGAP009839","+",44086743,44088125,NA
"64966","AGAMB","3R","EOG091701KM","AGAP009840","-",44088573,44091240,NA
"64967","AGAMB","3R","EOG091706E8","AGAP009842","-",44093362,44094372,NA
"64968","AGAMB","3R","EOG091700ZN","AGAP009843","-",44098717,44099995,NA
"64969","AGAMB","3R","EOG091704S9","AGAP009844","+",44101481,44102868,NA
"64970","AGAMB","3R","EOG091707BN","AGAP009846","+",44107289,44109867,NA
"64971","AGAMB","3R","EOG091700CD","AGAP009847","-",44114246,44122918,NA
"64972","AGAMB","3R","EOG091708FM","AGAP009848","-",44154841,44168621,NA
"64973","AGAMB","3R","EOG091706BW","AGAP009849","+",44185219,44199631,NA
"64974","AGAMB","3R","EOG091709KW","AGAP009852","-",44347927,44348670,NA
"64975","AGAMB","3R","EOG091704D6","AGAP009856","-",44356455,44357680,NA
"64976","AGAMB","3R","EOG091704KG","AGAP009857","-",44357873,44359336,0.032
"64977","AGAMB","3R","EOG091706UN","AGAP009858","+",44359442,44360705,NA
"64978","AGAMB","3R","EOG09170BI6","AGAP009859","-",44482926,44483472,NA
"64979","AGAMB","3R","EOG091702LT","AGAP009860","+",44497197,44522724,NA
"64980","AGAMB","3R","EOG09170A0F","AGAP009861","-",44535146,44555606,NA
"64981","AGAMB","3R","EOG091702BM","AGAP009862","+",44550269,44570066,NA
"64982","AGAMB","3R","EOG091704TK","AGAP009863","-",44558848,44561275,NA
"64983","AGAMB","3R","EOG091703EX","AGAP009864","+",44573373,44583525,NA
"64984","AGAMB","3R","EOG091707AT","AGAP009866","-",44587243,44588145,NA
"64985","AGAMB","3R","EOG091709HH","AGAP009868","-",44595893,44596728,NA
"64986","AGAMB","3R","EOG09170AOJ","AGAP009869","-",44599543,44600117,NA
"64987","AGAMB","3R","EOG09170AFV","AGAP009870","+",44603608,44604143,0.032
"64988","AGAMB","3R","EOG09170A4L","AGAP009872","+",44621416,44622695,NA
"64989","AGAMB","3R","EOG09170A4L","AGAP009873","+",44630238,44631526,NA
"64990","AGAMB","3R","EOG091708MB","AGAP009874","-",44647714,44648746,NA
"64991","AGAMB","3R","EOG09170A7B","AGAP009875","-",44651286,44651883,NA
"64992","AGAMB","3R","EOG091709UW","AGAP009876","-",44655489,44658811,0.01
"64993","AGAMB","3R","EOG091708RZ","AGAP009877","-",44663896,44669668,NA
"64994","AGAMB","3R","EOG091708M7","AGAP009878","-",44683920,44685644,NA
"64995","AGAMB","3R","EOG09170A2W","AGAP009879","+",44722439,44724380,0.047
"64996","AGAMB","3R","EOG091705ZK","AGAP009881","+",44735113,44736554,NA
"64997","AGAMB","3R","EOG091706YI","AGAP009883","-",44738530,44739692,NA
"64998","AGAMB","3R","EOG0917082X","AGAP009884","+",44741561,44742291,0.015
"64999","AGAMB","3R","EOG091704A5","AGAP009886","-",44744364,44747766,0.034
"65000","AGAMB","3R","EOG0917062Q","AGAP009887","+",44749094,44750168,NA
"65001","AGAMB","3R","EOG091708VA","AGAP009888","+",44752996,44753878,NA
"65002","AGAMB","3R","EOG09170548","AGAP009889","-",44773869,44775019,0.873
"65003","AGAMB","3R","EOG091707ED","AGAP009890","-",44805593,44816233,0.019
"65004","AGAMB","3R","EOG091706RJ","AGAP009891","+",44873991,44881754,NA
"65005","AGAMB","3R","EOG091703R6","AGAP009896","-",44916834,44918606,NA
"65006","AGAMB","3R","EOG091703WY","AGAP009897","+",44949254,44962188,0.041
"65007","AGAMB","3R","EOG091705PE","AGAP009899","+",45088535,45090088,NA
"65008","AGAMB","3R","EOG09170883","AGAP009901","+",45174509,45175363,0.01
"65009","AGAMB","3R","EOG091705JL","AGAP009903","-",45180851,45182495,NA
"65010","AGAMB","3R","EOG091704IM","AGAP009904","-",45183296,45184666,0.843
"65011","AGAMB","3R","EOG091709FY","AGAP009905","+",45185052,45185553,0.023
"65012","AGAMB","3R","EOG091707IN","AGAP009906","+",45186003,45186488,NA
"65013","AGAMB","3R","EOG09170282","AGAP009907","-",45186831,45189245,NA
"65014","AGAMB","3R","EOG091708AY","AGAP009908","+",45189944,45190631,NA
"65015","AGAMB","3R","EOG091707V4","AGAP009909","-",45193484,45195286,NA
"65016","AGAMB","3R","EOG091702L5","AGAP009910","-",45197982,45200093,NA
"65017","AGAMB","3R","EOG091702HE","AGAP009913","+",45204863,45206950,NA
"65018","AGAMB","3R","EOG0917042L","AGAP009914","-",45209655,45211007,NA
"65019","AGAMB","3R","EOG091700EH","AGAP009915","-",45215683,45220856,NA
"65020","AGAMB","3R","EOG09170045","AGAP009916","+",45250604,45279514,NA
"65021","AGAMB","3R","EOG0917002L","AGAP009917","-",45281286,45290207,NA
"65022","AGAMB","3R","EOG091701ZJ","AGAP009919","-",45303063,45305314,NA
"65023","AGAMB","3R","EOG09170BFY","AGAP009920","+",45307303,45307956,NA
"65024","AGAMB","3R","EOG0917018D","AGAP009921","-",45321162,45324876,NA
"65025","AGAMB","3R","EOG091705OO","AGAP009922","-",45326024,45327172,NA
"65026","AGAMB","3R","EOG091701JN","AGAP009923","-",45327623,45329520,0.034
"65027","AGAMB","3R","EOG091702VF","AGAP009925","+",45349133,45390739,0.225
"65028","AGAMB","3R","EOG091705KR","AGAP009927","-",45397827,45399017,NA
"65029","AGAMB","3R","EOG091704PO","AGAP009928","+",45404704,45413937,NA
"65030","AGAMB","3R","EOG091700V3","AGAP009929","-",45417974,45421670,0.011
"65031","AGAMB","3R","EOG091702CA","AGAP009930","-",45432718,45434937,NA
"65032","AGAMB","3R","EOG091702VT","AGAP009931","+",45436183,45438146,NA
"65033","AGAMB","3R","EOG0917053R","AGAP009932","-",45442323,45479458,NA
"65034","AGAMB","3R","EOG091700UL","AGAP009933","+",45572223,45596316,NA
"65035","AGAMB","3R","EOG091703WQ","AGAP009934","-",45614423,45615628,NA
"65036","AGAMB","3R","EOG091709OE","AGAP009935","+",45650156,45653912,NA
"65037","AGAMB","3R","EOG091704TV","AGAP009936","+",45656779,45658126,0.094
"65038","AGAMB","3R","EOG09170057","AGAP009937","+",45691228,45703921,0.065
"65039","AGAMB","3R","EOG091700IJ","AGAP009939","+",45715592,45719841,NA
"65040","AGAMB","3R","EOG0917070V","AGAP009940","-",45725343,45750578,NA
"65041","AGAMB","3R","EOG091707UR","AGAP009941","+",45755902,45766669,NA
"65042","AGAMB","3R","EOG091704DK","AGAP009942","-",45763104,45764612,NA
"65043","AGAMB","3R","EOG09170344","AGAP009943","-",45767293,45769185,NA
"65044","AGAMB","3R","EOG0917039A","AGAP009944","-",45804678,45806304,NA
"65045","AGAMB","3R","EOG091705QA","AGAP009945","+",45808083,45809336,NA
"65046","AGAMB","3R","EOG091706N0","AGAP009947","+",45880431,45902599,NA
"65047","AGAMB","3R","EOG091702ZC","AGAP009949","+",46040593,46042994,NA
"65048","AGAMB","3R","EOG091700PB","AGAP009950","+",46097218,46104980,NA
"65049","AGAMB","3R","EOG091704GG","AGAP009952","+",46164412,46166463,NA
"65050","AGAMB","3R","EOG09170BHM","AGAP009953","+",46190690,46205596,NA
"65051","AGAMB","3R","EOG09170488","AGAP009954","+",46298112,46302214,0.483
"65052","AGAMB","3R","EOG09170BGD","AGAP009955","-",46304390,46318689,NA
"65053","AGAMB","3R","EOG0917044T","AGAP009956","-",46320550,46322002,0.012
"65054","AGAMB","3R","EOG091704RB","AGAP009957","+",46464354,46465412,0.032
"65055","AGAMB","3R","EOG09170BD2","AGAP009958","+",46570723,46573700,NA
"65056","AGAMB","3R","EOG091701RL","AGAP009959","-",46576259,46583408,NA
"65057","AGAMB","3R","EOG091700CS","AGAP009960","-",46585643,46588138,NA
"65058","AGAMB","3R","EOG091702GU","AGAP009961","+",46649629,46654760,0.014
"65059","AGAMB","3R","EOG0917068F","AGAP009966","+",46876221,46877163,NA
"65060","AGAMB","3R","EOG091707MA","AGAP009967","+",46899178,46899834,0.251
"65061","AGAMB","3R","EOG091705VE","AGAP009968","-",46899929,46900642,NA
"65062","AGAMB","3R","EOG091700MM","AGAP009970","+",46916125,46921072,NA
"65063","AGAMB","3R","EOG0917025K","AGAP009971","+",46925668,46927712,0.457
"65064","AGAMB","3R","EOG091700B3","AGAP009972","-",46929764,46936269,NA
"65065","AGAMB","3R","EOG091701VO","AGAP009973","+",46975370,46977597,NA
"65066","AGAMB","3R","EOG091709S6","AGAP009974","-",46978500,46979463,NA
"65067","AGAMB","3R","EOG091700U7","AGAP009975","-",46981493,46995471,NA
"65068","AGAMB","3R","EOG091704OS","AGAP009976","-",47003260,47004248,NA
"65069","AGAMB","3R","EOG091700CF","AGAP009978","-",47043842,47053562,NA
"65070","AGAMB","3R","EOG091704ZP","AGAP009979","-",47082040,47083516,NA
"65071","AGAMB","3R","EOG091706IM","AGAP009983","-",47149747,47163522,NA
"65072","AGAMB","3R","EOG0917055R","AGAP009984","+",47238183,47239232,NA
"65073","AGAMB","3R","EOG091705O4","AGAP009985","-",47243836,47244954,NA
"65074","AGAMB","3R","EOG09170409","AGAP009986","+",47250767,47251610,0.01
"65075","AGAMB","3R","EOG09170409","AGAP009987","+",47252318,47252886,0.01
